seq,cpu,pid,src_pfn,dst_pfn,page_order,src_nid,dst_nid,mapcount,is_anon,page_was_mapped,lock_contended,lock_ns,unmap_ns,copy_ns,remap_ns,unlock_ns,total_ns,overhead_ns,result,try_migrate_ns,rwsem_wait_ns,ptl_wait_ns,ipi_wait_ns,online_cpus
1,0,1514,123392,1200640,9,0,1,1,1,1,0,37,15209,286915,9063,93,317587,6270,0,15150,1013,0,0,4
2,0,1514,123904,1195520,9,0,1,1,1,1,0,28,2396,287280,1338,68,296727,5617,0,2338,406,0,0,4
3,0,1514,124416,1193984,9,0,1,1,1,1,0,27,1550,296491,1438,69,304865,5290,0,1491,639,0,0,4
4,0,1514,124928,1191936,9,0,1,1,1,1,0,26,1645,283271,1026,36,291500,5496,0,1587,375,0,0,4
5,0,1514,125440,1191424,9,0,1,1,1,1,0,27,2325,281132,1194,69,289956,5209,0,2267,209,0,0,4
6,0,1514,125952,1207808,9,0,1,1,1,1,0,27,2913,279932,1808,68,290754,6006,0,2847,382,0,0,4
7,0,1514,126464,1208320,9,0,1,1,1,1,0,27,2782,279640,1548,71,289847,5779,0,2723,603,0,0,4
8,0,1514,126976,1208832,9,0,1,1,1,1,0,27,2754,279787,1529,67,289737,5573,0,2696,422,0,0,4
9,0,1514,127488,1209344,9,0,1,1,1,1,0,27,2730,281289,1541,69,290878,5222,0,2671,392,0,0,4
10,0,1514,128000,1209856,9,0,1,1,1,1,0,27,2880,277703,1697,66,287901,5528,0,2820,517,0,0,4
11,0,1514,128512,1210368,9,0,1,1,1,1,0,27,2723,279752,1502,68,289430,5358,0,2665,443,0,0,4
12,0,1514,129024,1210880,9,0,1,1,1,1,0,27,2736,278365,1600,68,288521,5725,0,2678,307,0,0,4
13,0,1514,129536,1211392,9,0,1,1,1,1,0,30,3031,284772,1539,71,294670,5227,0,2969,335,0,0,4
14,0,1514,130048,1211904,9,0,1,1,1,1,0,29,2886,282908,1461,69,292621,5268,0,2825,197,0,0,4
15,0,1514,130560,1212416,9,0,1,1,1,1,0,27,3050,284088,1896,68,294580,5451,0,2991,324,0,0,4
16,0,1514,131072,1212928,9,0,1,1,1,1,0,29,2825,282475,1425,67,291930,5109,0,2766,325,0,0,4
17,0,1514,131584,1213440,9,0,1,1,1,1,0,30,3269,284679,1636,70,295334,5650,0,3207,458,0,0,4
18,0,1514,132096,1213952,9,0,1,1,1,1,0,29,3023,281092,1575,70,291365,5576,0,2960,456,0,0,4
19,0,1514,132608,1214464,9,0,1,1,1,1,0,28,2970,279531,1387,66,289446,5464,0,2911,452,0,0,4
20,0,1514,133120,1214976,9,0,1,1,1,1,0,28,2676,281732,1471,69,291369,5393,0,2618,297,0,0,4
21,0,1514,133632,1215488,9,0,1,1,1,1,0,27,2591,281418,1765,71,290998,5126,0,2531,287,0,0,4
22,0,1514,134144,1216000,9,0,1,1,1,1,0,28,3229,282116,1549,72,292251,5257,0,3166,163,0,0,4
23,0,1514,134656,1216512,9,0,1,1,1,1,0,27,2987,282257,1460,69,292265,5465,0,2927,432,0,0,4
24,0,1514,135168,1217024,9,0,1,1,1,1,0,30,3531,283046,1327,73,293385,5378,0,3467,316,0,0,4
25,0,1514,135680,1217536,9,0,1,1,1,1,0,28,3086,282138,1447,69,291977,5209,0,3026,257,0,0,4
26,0,1514,136192,1218048,9,0,1,1,1,1,0,29,3261,284316,1670,69,295971,6626,0,3198,374,0,0,4
27,0,1514,136704,1218560,9,0,1,1,1,1,0,27,3064,281992,1460,69,292812,6200,0,3004,361,0,0,4
28,0,1514,137216,1219072,9,0,1,1,1,1,0,28,2998,282736,1666,66,292970,5476,0,2939,235,0,0,4
29,0,1514,137728,1219584,9,0,1,1,1,1,0,28,3055,284433,1516,66,294536,5438,0,2996,236,0,0,4
30,0,1514,138240,1220096,9,0,1,1,1,1,0,27,2825,282027,1509,68,292194,5738,0,2766,251,0,0,4
31,0,1514,138752,1220608,9,0,1,1,1,1,0,27,3193,282281,1530,69,292508,5408,0,3133,328,0,0,4
32,0,1514,139264,1221120,9,0,1,1,1,1,0,27,2757,283283,1437,68,293083,5511,0,2697,314,0,0,4
