seq,cpu,pid,src_pfn,dst_pfn,page_order,src_nid,dst_nid,mapcount,is_anon,page_was_mapped,lock_contended,lock_ns,unmap_ns,copy_ns,remap_ns,unlock_ns,total_ns,overhead_ns,result,try_migrate_ns,rwsem_wait_ns,ptl_wait_ns,ipi_wait_ns,online_cpus
1,0,1514,39535,1161287,0,0,1,0,0,1,0,0,13906,5874,1461,107,39497367291,39497345943,0,13906,0,5816,8,4
2,0,1514,105157,1169667,0,0,1,0,0,1,0,0,3405,1253,505,31,39497372465,39497367271,0,3405,0,1323,8,4
3,0,1514,105158,1094799,0,0,1,0,0,1,0,0,2779,1009,448,31,39497374820,39497370553,0,2779,0,1203,8,4
4,0,1514,105166,1087401,0,0,1,0,0,1,0,0,2515,983,445,33,39497377030,39497373054,0,2515,0,1309,8,4
5,0,1514,105169,1194512,0,0,1,0,0,1,0,0,2929,944,448,31,39497378969,39497374617,0,2929,0,1169,8,4
6,0,1514,110608,1075289,0,0,1,0,0,1,0,0,3404,1220,449,32,39497381058,39497375953,0,3404,0,1303,8,4
7,0,1514,122061,1164184,0,0,1,0,0,1,0,0,2630,1231,442,32,39497383318,39497378983,0,2630,0,1168,8,4
8,0,1514,122077,1190335,0,0,1,0,0,1,0,0,3617,949,504,32,39497385378,39497380276,0,3617,0,1702,8,4
9,0,1514,122085,1190336,0,0,1,0,0,1,0,0,2713,1092,440,32,39497387645,39497383368,0,2713,0,1302,8,4
10,0,1514,122088,1190337,0,0,1,0,0,1,0,0,2721,1092,444,32,39497389759,39497385470,0,2721,0,1292,8,4
11,0,1514,123097,1190338,0,0,1,0,0,1,0,0,2675,1293,441,33,39497392040,39497387598,0,2675,0,1304,8,4
12,0,1514,123102,1190339,0,0,1,0,0,1,0,0,2927,961,489,31,39497393904,39497389496,0,2927,0,1295,8,4
13,0,1514,123131,1190340,0,0,1,0,0,1,0,0,2886,1191,561,31,39497396073,39497391404,0,2886,0,1248,8,4
14,0,1514,307019,1190341,0,0,1,0,0,1,0,0,2589,1533,565,32,39497398743,39497394024,0,2589,0,1198,8,4
15,0,1514,307897,1190342,0,0,1,0,0,1,0,0,2652,978,524,31,39497400941,39497396756,0,2652,0,1161,8,4
16,0,1514,307937,1190343,0,0,1,0,0,1,0,0,2425,943,431,32,39497402733,39497398902,0,2425,0,1184,8,4
17,0,1514,308036,1190344,0,0,1,0,0,1,0,0,2610,955,433,32,39497404674,39497400644,0,2610,0,1297,8,4
18,0,1514,308072,1190345,0,0,1,0,0,1,0,0,2518,967,420,31,39497406615,39497402679,0,2518,0,1168,8,4
