seq,cpu,pid,src_pfn,dst_pfn,page_order,src_nid,dst_nid,mapcount,is_anon,page_was_mapped,lock_contended,lock_ns,unmap_ns,copy_ns,remap_ns,unlock_ns,total_ns,overhead_ns,result,try_migrate_ns,rwsem_wait_ns,ptl_wait_ns,ipi_wait_ns,online_cpus
1,0,1514,86616,1161289,0,0,1,0,0,1,0,0,114862,4871,12600,90,40234116237,40233983814,0,114862,0,33482,8,4
2,0,1514,86618,1189560,0,0,1,0,0,1,0,0,37537,956,9199,30,40234128956,40234081234,0,37537,0,8829,8,4
3,0,1514,86620,1189561,0,0,1,0,0,1,0,0,30999,978,8966,30,40234139683,40234098710,0,30999,0,8402,8,4
4,0,1514,86623,1189562,0,0,1,0,0,1,0,0,30437,1096,8481,30,40234150019,40234109975,0,30437,0,8538,8,4
5,0,1514,86625,1189563,0,0,1,0,0,1,0,0,30536,899,9276,30,40234160925,40234120184,0,30536,0,8386,8,4
6,0,1514,86628,1189564,0,0,1,0,0,1,0,0,42323,1118,9060,31,40234171817,40234119285,0,42323,0,8389,8,4
7,0,1514,86630,1189565,0,0,1,0,0,1,0,0,39106,1146,12461,30,40234186142,40234133399,0,39106,0,8394,8,4
8,0,1514,86632,1189566,0,0,1,0,0,1,0,0,39259,934,12709,30,40234200465,40234147533,0,39259,0,8401,8,4
9,0,1514,86634,1189567,0,0,1,0,0,1,0,0,32316,1232,8327,33,40234210756,40234168848,0,32316,0,8398,8,4
10,0,1514,86636,1189568,0,0,1,0,0,1,0,0,30430,992,8071,31,40234220403,40234180879,0,30430,0,8405,8,4
11,0,1514,86648,1189569,0,0,1,0,0,1,0,0,39520,1004,8897,30,40234231048,40234181597,0,39520,0,8380,8,4
12,0,1514,86650,1189570,0,0,1,0,0,1,0,0,31784,1050,7869,29,40234240819,40234200087,0,31784,0,8335,8,4
13,0,1514,86652,1189571,0,0,1,0,0,1,0,0,30763,839,7350,30,40234249906,40234210924,0,30763,0,8366,8,4
14,0,1514,86654,1189572,0,0,1,0,0,1,0,0,30016,1153,7432,30,40234259237,40234220606,0,30016,0,8371,8,4
15,0,1514,86656,1189573,0,0,1,0,0,1,0,0,31351,1089,7497,30,40234268542,40234228575,0,31351,0,8410,8,4
16,0,1514,86658,1189574,0,0,1,0,0,1,0,0,38486,1133,7092,30,40234277377,40234230636,0,38486,0,8450,8,4
17,0,1514,86660,1189575,0,0,1,0,0,1,0,0,31626,1150,7387,29,40234286492,40234246300,0,31626,0,8398,8,4
18,0,1514,86662,1189576,0,0,1,0,0,1,0,0,30682,1311,7339,29,40234295755,40234256394,0,30682,0,8434,8,4
19,0,1514,88173,1189577,0,0,1,0,0,1,0,0,30285,1118,7158,30,40234304787,40234266196,0,30285,0,8424,8,4
20,0,1514,88722,1189578,0,0,1,0,0,1,0,0,31240,1071,6858,29,40234313588,40234274390,0,31240,0,8363,8,4
21,0,1514,88778,1189579,0,0,1,0,0,1,0,0,40174,1028,6804,30,40234322165,40234274129,0,40174,0,8435,8,4
22,0,1514,88799,1189580,0,0,1,0,0,1,0,0,42190,1133,6730,30,40234330915,40234280832,0,42190,0,8773,8,4
23,0,1514,88808,1189581,0,0,1,0,0,1,0,0,30088,1222,6854,30,40234340226,40234302032,0,30088,0,8611,8,4
24,0,1514,88816,1189582,0,0,1,0,0,1,0,0,28301,1163,6728,31,40234348718,40234312495,0,28301,0,8365,8,4
25,0,1514,88826,1189583,0,0,1,0,0,1,0,0,37823,1363,6712,31,40234357372,40234311443,0,37823,0,8365,8,4
26,0,1514,89031,1189584,0,0,1,0,0,1,0,0,39700,1103,6847,31,40234366229,40234318548,0,39700,0,8429,8,4
27,0,1514,89037,1189585,0,0,1,0,0,1,0,0,40128,1031,6736,31,40234374787,40234326861,0,40128,0,18779,8,4
28,0,1514,89040,1189586,0,0,1,0,0,1,0,0,28172,987,6825,30,40234383293,40234347279,0,28172,0,7965,8,4
29,0,1514,89043,1189587,0,0,1,0,0,1,0,0,28242,1023,6782,32,40234391857,40234355778,0,28242,0,7938,8,4
30,0,1514,89045,1189588,0,0,1,0,0,1,0,0,27407,1112,6715,31,40234400415,40234365150,0,27407,0,7968,8,4
31,0,1514,89047,1189589,0,0,1,0,0,1,0,0,37945,884,7933,30,40234409994,40234363202,0,37945,0,7932,8,4
32,0,1514,89051,1189590,0,0,1,0,0,1,0,0,29632,1082,6863,29,40234418528,40234380922,0,29632,0,7958,8,4
33,0,1514,89053,1189591,0,0,1,0,0,1,0,0,32017,1691,8123,30,40235469499,40235427638,0,32017,0,9988,1,4
34,0,1514,89055,1189592,0,0,1,0,0,1,0,0,28927,976,6882,30,40235478250,40235441435,0,28927,0,7897,1,4
35,0,1514,89059,1189593,0,0,1,0,0,1,0,0,27593,1093,7607,30,40235487712,40235451389,0,27593,0,7793,1,4
36,0,1514,89546,1189594,0,0,1,0,0,1,0,0,28193,912,6661,30,40235496033,40235460237,0,28193,0,7792,1,4
37,0,1514,89786,1189595,0,0,1,0,0,1,0,0,27493,1152,6558,29,40235504489,40235469257,0,27493,0,7814,1,4
38,0,1514,96977,1189596,0,0,1,0,0,1,0,0,29135,1198,6850,30,40235513403,40235476190,0,29135,0,7765,1,4
39,0,1514,96989,1189597,0,0,1,0,0,1,0,0,37342,1083,7848,32,40235523047,40235476742,0,37342,0,7789,1,4
40,0,1514,96993,1189598,0,0,1,0,0,1,0,0,29557,1122,6497,30,40235531277,40235494071,0,29557,0,7810,1,4
41,0,1514,96994,1189599,0,0,1,0,0,1,0,0,28296,1000,6495,29,40235539595,40235503775,0,28296,0,7758,1,4
42,0,1514,97125,1189600,0,0,1,0,0,1,0,0,27606,1001,6455,31,40235547647,40235512554,0,27606,0,7794,1,4
43,0,1514,98538,1189601,0,0,1,0,0,1,0,0,36154,1404,6446,33,40235556535,40235512498,0,36154,0,7743,1,4
44,0,1514,98737,1189602,0,0,1,0,0,1,0,0,30020,1036,6382,31,40235564703,40235527234,0,30020,0,7823,1,4
45,0,1514,98774,1189603,0,0,1,0,0,1,0,0,28131,1092,6301,30,40235572640,40235537086,0,28131,0,7759,1,4
46,0,1514,99775,1189604,0,0,1,0,0,1,0,0,28368,1113,6612,30,40235581231,40235545108,0,28368,0,7765,1,4
47,0,1514,102179,1189605,0,0,1,0,0,1,0,0,29521,1026,6395,29,40235589478,40235552507,0,29521,0,7758,1,4
48,0,1514,102181,1189606,0,0,1,0,0,1,0,0,28279,972,6302,31,40235597357,40235561773,0,28279,0,7783,1,4
49,0,1514,102186,1189607,0,0,1,0,0,1,0,0,27281,1141,6455,34,40235605548,40235570637,0,27281,0,7792,1,4
50,0,1514,105169,1189608,0,0,1,0,0,1,0,0,27508,1120,6466,29,40235613565,40235578442,0,27508,0,7788,1,4
51,0,1514,110608,1189609,0,0,1,0,0,1,0,0,27217,1639,6456,31,40235622074,40235586731,0,27217,0,7802,1,4
52,0,1514,122061,1189610,0,0,1,0,0,1,0,0,27911,1026,6444,30,40235630119,40235594708,0,27911,0,7782,1,4
53,0,1514,122077,1189611,0,0,1,0,0,1,0,0,27813,961,6484,30,40235638285,40235602997,0,27813,0,7787,1,4
54,0,1514,122085,1189612,0,0,1,0,0,1,0,0,28202,957,6411,30,40235646393,40235610793,0,28202,0,7752,1,4
55,0,1514,122088,1189613,0,0,1,0,0,1,0,0,28210,1012,6458,30,40235654762,40235619052,0,28210,0,7819,1,4
56,0,1514,123097,1189614,0,0,1,0,0,1,0,0,27955,1072,6470,30,40235662992,40235627465,0,27955,0,7776,1,4
57,0,1514,123102,1189615,0,0,1,0,0,1,0,0,27949,1142,6396,30,40235671227,40235635710,0,27949,0,7767,1,4
58,0,1514,123131,1189616,0,0,1,0,0,1,0,0,28391,947,6502,30,40235679401,40235643531,0,28391,0,7741,1,4
59,0,1514,307019,1189617,0,0,1,0,0,1,0,0,28837,1164,6491,29,40235688092,40235651571,0,28837,0,7782,1,4
60,0,1514,308036,1189618,0,0,1,0,0,1,0,0,27670,1153,6561,30,40235696823,40235661409,0,27670,0,7747,1,4
61,0,1514,776345,1189619,0,0,1,0,0,1,0,0,28611,947,6481,30,40235705148,40235669079,0,28611,0,7730,1,4
62,0,1514,776409,1189620,0,0,1,0,0,1,0,0,36219,1118,9056,30,40235716349,40235669926,0,36219,0,7776,1,4
63,0,1514,776421,1189621,0,0,1,0,0,1,0,0,26501,1082,6430,30,40235724615,40235690572,0,26501,0,7785,1,4
64,0,1514,776440,1189622,0,0,1,0,0,1,0,0,28408,960,6446,30,40235732582,40235696738,0,28408,0,7766,1,4
