seq,cpu,pid,src_pfn,dst_pfn,page_order,src_nid,dst_nid,mapcount,is_anon,page_was_mapped,lock_contended,lock_ns,unmap_ns,copy_ns,remap_ns,unlock_ns,total_ns,overhead_ns,result,try_migrate_ns,rwsem_wait_ns,ptl_wait_ns,ipi_wait_ns,online_cpus
1,1,1077,1146065,26561,0,1,0,0,1,1,0,0,3533,2292,1045,93,49010174930,49010167967,0,3533,78,1243,3701,4
2,1,1077,1146068,26562,0,1,0,0,1,1,0,0,549,757,336,47,49010261984,49010260295,0,549,55,256,2477,4
3,1,1077,1146069,26563,0,1,0,0,1,1,0,0,455,667,301,47,49010293358,49010291888,0,455,45,210,3384,4
4,1,1077,1083449,39176,0,1,0,0,1,1,0,0,842,865,357,45,49010925013,49010922904,0,842,52,393,2862,4
5,1,1077,1146081,39177,0,1,0,0,1,1,0,0,705,844,305,45,49011112579,49011110680,0,705,40,319,2427,4
6,1,1077,1146082,39178,0,1,0,0,1,1,0,0,588,683,257,44,49011146477,49011144905,0,588,45,250,2230,4
7,1,1077,1146084,39179,0,1,0,0,1,1,0,0,604,708,251,45,49011210814,49011209206,0,604,33,257,2293,4
8,1,1077,1146086,39180,0,1,0,0,1,1,0,0,572,702,245,45,49011272991,49011271427,0,572,36,239,2259,4
9,1,1077,1146087,39181,0,1,0,0,1,1,0,0,602,642,262,45,49011305527,49011303976,0,602,43,241,2231,4
10,1,1077,1151474,39182,0,1,0,0,1,1,0,0,728,897,299,44,49011490525,49011488557,0,728,44,312,8961,4
11,1,1077,1143271,39183,0,1,0,0,1,1,0,0,712,700,296,45,49011723930,49011722177,0,712,44,346,2527,4
12,1,1077,1074179,39188,0,1,0,0,1,1,0,0,983,783,297,45,49011889673,49011887565,0,983,58,365,2442,4
13,1,1077,1074180,39190,0,1,0,0,1,1,0,0,580,618,271,45,49011930302,49011928788,0,580,44,258,2329,4
14,1,1077,1074181,39191,0,1,0,0,1,1,0,0,607,616,247,46,49011962214,49011960698,0,607,36,264,2439,4
15,1,1077,1074185,39306,0,1,0,0,1,1,0,0,616,749,262,44,49012067476,49012065805,0,616,49,268,2261,4
16,1,1077,1074186,39307,0,1,0,0,1,1,0,0,595,597,265,44,49012102263,49012100762,0,595,51,241,2233,4
17,1,1077,1074187,39309,0,1,0,0,1,1,0,0,575,670,245,45,49012138408,49012136873,0,575,49,256,2248,4
18,1,1077,1120692,39318,0,1,0,0,1,1,0,0,674,759,289,45,49012414622,49012412855,0,674,53,276,2700,4
19,1,1077,1120693,39319,0,1,0,0,1,1,0,0,581,637,249,46,49012451283,49012449770,0,581,44,242,2232,4
20,1,1077,1074239,251624,0,1,0,0,1,1,0,0,407,915,269,44,49012480584,49012478949,0,407,36,180,2250,4
21,1,1077,1120695,251625,0,1,0,0,1,1,0,0,390,685,240,44,49012505495,49012504136,0,390,34,179,2466,4
22,1,1077,1120696,251626,0,1,0,0,1,1,0,0,431,623,253,46,49012531200,49012529847,0,431,45,180,2178,4
23,1,1077,1120697,251627,0,1,0,0,1,1,0,0,405,626,271,45,49012559268,49012557921,0,405,47,165,2282,4
24,1,1077,1120698,251628,0,1,0,0,1,1,0,0,439,586,246,45,49012582459,49012581143,0,439,50,184,2816,4
25,1,1077,1149502,251629,0,1,0,0,1,1,0,0,705,751,287,45,49012986340,49012984552,0,705,49,314,2787,4
26,1,1077,1149503,251630,0,1,0,0,1,1,0,0,450,664,271,34,49013009081,49013007662,0,450,44,224,2083,4
