config,phase,thread_id,ops,bytes,dur_ns,p50_ns,p95_ns,p99_ns,p999_ns,mean_ns,stddev_ns,n_samples
E_rand_rmw_t1_c512,baseline,0,125203571,1001628568,10000119181,186.0,244.0,513.0,548.0,194.6,67.0,10000
E_rand_rmw_t1_c512,migration,0,504890709,4039125672,30000443286,131.0,183.0,432.0,502.0,138.9,116.1,10000
E_rand_rmw_t1_c512,steady,0,168985217,1351881736,10000198930,130.0,166.0,440.0,496.0,140.4,208.1,10000
