seq,cpu,pid,src_pfn,dst_pfn,page_order,src_nid,dst_nid,mapcount,is_anon,page_was_mapped,lock_contended,lock_ns,unmap_ns,copy_ns,remap_ns,unlock_ns,total_ns,overhead_ns,result,try_migrate_ns,rwsem_wait_ns,ptl_wait_ns,ipi_wait_ns,online_cpus
1,0,1514,122085,1190271,0,0,1,0,0,1,0,0,5592,2545,702,81,39322058152,39322049232,0,5592,0,2939,4,4
2,0,1514,122088,1190272,0,0,1,0,0,1,0,0,1882,1032,322,31,39322061060,39322057793,0,1882,0,984,4,4
3,0,1514,123097,1190273,0,0,1,0,0,1,0,0,1663,967,298,32,39322062933,39322059973,0,1663,0,932,4,4
4,0,1514,123102,1190274,0,0,1,0,0,1,0,0,2020,747,241,31,39322064381,39322061342,0,2020,0,1054,4,4
5,0,1514,123131,1190275,0,0,1,0,0,1,0,0,1752,695,241,32,39322065829,39322063109,0,1752,0,906,4,4
6,0,1514,307019,1190276,0,0,1,0,0,1,0,0,1605,977,243,32,39322067509,39322064652,0,1605,0,900,4,4
7,0,1514,307897,1190277,0,0,1,0,0,1,0,0,1616,1054,243,32,39322069367,39322066422,0,1616,0,902,4,4
8,0,1514,307937,1190278,0,0,1,0,0,1,0,0,1442,773,244,32,39322070925,39322068434,0,1442,0,903,4,4
9,0,1514,308036,1190279,0,0,1,0,0,1,0,0,1861,673,239,32,39322072233,39322069428,0,1861,0,1179,4,4
10,0,1514,308072,1190280,0,0,1,0,0,1,0,0,1604,772,240,31,39322073663,39322071016,0,1604,0,898,4,4
11,0,1514,308099,1190281,0,0,1,0,0,1,0,0,1792,1284,261,31,39322075602,39322072234,0,1792,0,1043,4,4
12,0,1514,308111,1190282,0,0,1,0,0,1,0,0,1960,956,251,31,39322077236,39322074038,0,1960,0,898,4,4
13,0,1514,308122,1190283,0,0,1,0,0,1,0,0,1773,940,279,31,39322078877,39322075854,0,1773,0,895,4,4
14,0,1514,740372,1190284,0,0,1,0,0,1,0,0,1773,742,257,32,39322080427,39322077623,0,1773,0,1049,4,4
15,0,1514,740376,1190285,0,0,1,0,0,1,0,0,1750,765,242,31,39322081872,39322079084,0,1750,0,1029,4,4
16,0,1514,740417,1190286,0,0,1,0,0,1,0,0,1697,1036,239,32,39322083541,39322080537,0,1697,0,907,4,4
17,0,1514,740421,1190287,0,0,1,0,0,1,0,0,1490,1092,243,32,39322085284,39322082427,0,1490,0,911,4,4
18,0,1514,740475,1190288,0,0,1,0,0,1,0,0,1686,713,242,31,39322086633,39322083961,0,1686,0,1036,4,4
19,0,1514,740555,1190289,0,0,1,0,0,1,0,0,1493,823,240,32,39322088096,39322085508,0,1493,0,915,4,4
20,0,1514,740589,1190290,0,0,1,0,0,1,0,0,1487,717,242,32,39322089476,39322086998,0,1487,0,913,4,4
21,0,1514,740591,1190291,0,0,1,0,0,1,0,0,1550,735,244,32,39322090855,39322088294,0,1550,0,908,4,4
22,0,1514,740601,1190292,0,0,1,0,0,1,0,0,1550,676,241,31,39322092161,39322089663,0,1550,0,912,4,4
23,0,1514,740602,1190293,0,0,1,0,0,1,0,0,1559,797,240,32,39322093607,39322090979,0,1559,0,910,4,4
24,0,1514,740605,1190294,0,0,1,0,0,1,0,0,1473,652,241,31,39322094902,39322092505,0,1473,0,908,4,4
25,0,1514,740606,1190295,0,0,1,0,0,1,0,0,1462,685,238,31,39322096217,39322093801,0,1462,0,905,4,4
26,0,1514,740608,1190296,0,0,1,0,0,1,0,0,1512,690,241,32,39322097550,39322095075,0,1512,0,944,4,4
27,0,1514,740617,1190297,0,0,1,0,0,1,0,0,1494,703,242,32,39322098902,39322096431,0,1494,0,924,4,4
28,0,1514,769702,1190298,0,0,1,0,0,1,0,0,1480,855,243,32,39322100404,39322097794,0,1480,0,941,4,4
29,0,1514,769870,1190299,0,0,1,0,0,1,0,0,1475,1261,240,32,39322102318,39322099310,0,1475,0,922,4,4
30,0,1514,769959,1190300,0,0,1,0,0,1,0,0,1496,788,241,32,39322103750,39322101193,0,1496,0,945,4,4
31,0,1514,775447,1190301,0,0,1,0,0,1,0,0,1635,767,242,32,39322105155,39322102479,0,1635,0,921,4,4
32,0,1514,775456,1190302,0,0,1,0,0,1,0,0,1768,716,256,32,39322106524,39322103752,0,1768,0,920,4,4
33,0,1514,775505,1190303,0,0,1,0,0,1,0,0,2048,1202,373,43,39322269784,39322266118,0,2048,0,1244,1,4
34,0,1514,775624,1190304,0,0,1,0,0,1,0,0,1526,939,242,32,39322271609,39322268870,0,1526,0,936,1,4
35,0,1514,775628,1190305,0,0,1,0,0,1,0,0,1655,864,250,31,39322273125,39322270325,0,1655,0,959,1,4
36,0,1514,775645,1190306,0,0,1,0,0,1,0,0,1593,854,254,32,39322274648,39322271915,0,1593,0,933,1,4
37,0,1514,775669,1190307,0,0,1,0,0,1,0,0,1774,885,242,33,39322276182,39322273248,0,1774,0,1138,1,4
38,0,1514,775774,1190308,0,0,1,0,0,1,0,0,1696,638,239,32,39322277502,39322274897,0,1696,0,939,1,4
39,0,1514,775777,1190309,0,0,1,0,0,1,0,0,1703,1005,249,32,39322279173,39322276184,0,1703,0,903,1,4
40,0,1514,775805,1190310,0,0,1,0,0,1,0,0,1530,841,246,34,39322280665,39322278014,0,1530,0,910,1,4
