seq,cpu,pid,src_pfn,dst_pfn,page_order,src_nid,dst_nid,mapcount,is_anon,page_was_mapped,lock_contended,lock_ns,unmap_ns,copy_ns,remap_ns,unlock_ns,total_ns,overhead_ns,result,try_migrate_ns,rocm_path,ro_swap_ns
1,1,73116,1218261,782305,0,1,0,1,1,1,0,41,3291,898515,1916,167,906221,2291,0,3208,0,0
2,1,73116,1215332,412466,0,1,0,1,1,1,0,41,1791,8207,584,42,11706,1041,0,1708,0,0
3,1,73116,1215333,613331,0,1,0,1,1,1,0,42,374,625,167,41,1541,292,0,333,0,0
4,1,73149,1249617,608825,0,1,0,1,1,1,0,42,17454,538153,2749,166,562730,4166,0,17371,0,0
5,1,73149,1194006,491808,0,1,0,1,1,1,0,84,17079,452051,4999,21786,512701,16702,0,16954,0,0
6,0,117448,637578,1064749,0,0,1,1,0,1,0,209,94351,65984,2999,458,168082,4081,0,94310,0,0
7,0,117448,658541,1128430,0,0,1,1,0,1,0,0,2999,4541,875,84,10414,1915,0,2958,0,0
8,0,117448,633883,1162081,0,0,1,1,0,1,0,209,22869,3666,29201,83,57653,1625,0,22744,0,0
9,0,117448,671621,1199941,0,0,1,1,0,1,0,42,1708,2124,333,0,4874,667,0,1708,0,0
10,0,117448,424763,1145655,0,0,1,1,0,1,0,41,55111,2499,583,41,58985,710,0,55069,0,0
11,0,117448,661461,1159681,0,0,1,1,0,1,0,41,1750,1957,208,41,4499,502,0,1666,0,0
12,0,117448,645485,1217634,0,0,1,1,0,1,0,42,874,1458,166,42,2875,293,0,792,0,0
13,0,117448,633488,1144164,0,0,1,1,0,1,0,0,958,1333,167,42,2874,374,0,875,0,0
14,0,117448,676482,1225154,0,0,1,1,0,1,0,42,958,1666,167,0,3208,375,0,958,0,0
15,0,117448,680531,1290020,0,0,1,1,0,1,0,41,1000,290093,1125,84,293218,875,0,916,0,0
16,0,117448,682629,1163921,0,0,1,1,0,1,0,42,47529,48571,1417,167,147421,49695,0,47447,0,0
17,0,117448,680686,1231380,0,0,1,1,0,1,0,42,24119,4540,541,42,30575,1291,0,24035,0,0
18,0,117448,613459,1233807,0,0,1,1,0,1,0,0,1749,1874,166,0,4249,460,0,1749,0,0
19,0,117448,539715,1241484,0,0,1,1,0,1,0,42,4166,3749,500,42,9664,1165,0,4124,0,0
20,0,117448,574617,1190255,0,0,1,1,0,1,0,42,4416,4790,542,125,11830,1915,0,4332,0,0
21,0,117448,636135,1151615,0,0,1,1,0,1,0,42,3041,3250,583,125,8539,1498,0,2958,0,0
22,0,117448,593442,1281244,0,0,1,1,0,1,0,41,2166,1874,250,42,4791,418,0,2125,0,0
23,0,117448,429410,1267069,0,0,1,1,0,1,0,42,1917,2333,375,42,5332,623,0,1917,0,0
24,0,117448,540520,1151261,0,0,1,1,0,1,0,42,4790,6040,1124,42,14329,2291,0,4790,0,0
25,0,117448,620908,1189628,0,0,1,1,0,1,0,0,3499,3625,417,42,8456,873,0,3416,0,0
26,0,117448,614799,1278871,0,0,1,1,0,1,0,41,2749,2250,250,83,5998,625,0,2708,0,0
