seq,cpu,pid,src_pfn,dst_pfn,page_order,src_nid,dst_nid,mapcount,is_anon,page_was_mapped,lock_contended,lock_ns,unmap_ns,copy_ns,remap_ns,unlock_ns,total_ns,overhead_ns,result,try_migrate_ns,rocm_path,ro_swap_ns
1,0,116551,622436,1246989,0,0,1,1,1,1,0,0,750,666,334,41,2248,457,0,708,0,0
2,0,116551,622429,1242507,0,0,1,1,1,1,0,41,333,375,125,42,999,83,0,291,0,0
3,0,116551,619892,1227533,0,0,1,1,1,1,0,0,291,458,83,41,1040,167,0,250,0,0
4,0,116551,620947,1142907,0,0,1,1,1,1,0,41,292,417,83,42,999,124,0,250,0,0
5,0,116551,619917,1308218,0,0,1,1,1,1,0,0,291,417,83,42,999,166,0,250,0,0
6,0,116551,620656,1249825,0,0,1,1,1,1,0,41,291,375,125,41,1040,167,0,291,0,0
7,0,116551,619629,1223073,0,0,1,1,1,1,0,42,291,416,83,0,999,167,0,249,0,0
8,0,116551,619903,1227094,0,0,1,1,1,1,0,0,292,457,83,0,999,167,0,250,0,0
9,0,116551,619885,1270002,0,0,1,1,1,1,0,42,291,416,42,0,999,208,0,250,0,0
10,0,116551,619516,1209585,0,0,1,1,1,1,0,0,250,375,84,0,957,248,0,250,0,0
11,0,116551,619535,1280843,0,0,1,1,1,1,0,0,250,375,83,0,915,207,0,250,0,0
12,0,116551,619847,1279384,0,0,1,1,1,1,0,0,249,375,83,42,958,209,0,249,0,0
13,0,116551,619763,1216740,0,0,1,1,1,1,0,41,292,375,83,42,957,124,0,250,0,0
14,0,116551,619817,1151994,0,0,1,1,1,1,0,42,250,333,83,42,916,166,0,250,0,0
15,0,116551,619753,1271113,0,0,1,1,1,1,0,41,250,333,83,42,874,125,0,250,0,0
16,0,116551,619680,1234423,0,0,1,1,1,1,0,0,292,374,42,0,957,249,0,250,0,0
17,0,116551,619650,1157278,0,0,1,1,1,1,0,0,291,374,83,42,1041,251,0,291,0,0
18,0,116551,619752,1269624,0,0,1,1,1,1,0,42,291,333,42,0,916,208,0,249,0,0
19,0,116551,619647,1156407,0,0,1,1,1,1,0,42,291,458,83,42,958,42,0,250,0,0
20,0,116551,619646,1167012,0,0,1,1,1,1,0,0,250,375,83,42,916,166,0,250,0,0
21,0,116551,619639,1289381,0,0,1,1,1,1,0,42,291,375,42,0,916,166,0,208,0,0
22,0,116551,619640,1281000,0,0,1,1,1,1,0,0,249,208,42,0,791,292,0,249,0,0
23,0,116551,475451,1247537,0,0,1,1,1,1,0,42,291,375,83,42,916,83,0,250,0,0
24,0,116551,619627,1141009,0,0,1,1,1,1,0,42,291,416,83,42,916,42,0,250,0,0
25,0,116551,619621,1153334,0,0,1,1,1,1,0,0,291,375,83,41,999,209,0,249,0,0
26,0,116551,618991,1242463,0,0,1,1,1,1,0,0,292,416,83,42,999,166,0,250,0,0
27,0,116551,619531,1267419,0,0,1,1,1,1,0,0,333,375,83,0,999,208,0,292,0,0
28,0,116551,619651,1151719,0,0,1,1,1,1,0,41,291,209,41,0,791,209,0,250,0,0
29,0,116551,619615,1258388,0,0,1,1,1,1,0,41,333,417,83,42,999,83,0,250,0,0
30,0,116551,619628,1156280,0,0,1,1,1,1,0,0,291,166,84,41,791,209,0,291,0,0
31,0,116551,619626,1093470,0,0,1,1,1,1,0,42,333,333,84,0,916,124,0,249,0,0
32,0,116551,619620,1278882,0,0,1,1,1,1,0,42,291,333,42,0,916,208,0,249,0,0
33,0,116551,619614,1214184,0,0,1,1,1,1,0,42,291,333,84,41,916,125,0,249,0,0
34,0,116551,619608,1280619,0,0,1,1,1,1,0,42,291,333,83,42,916,125,0,250,0,0
35,0,116551,478796,1152505,0,0,1,1,1,1,0,0,291,416,41,0,1000,252,0,250,0,0
36,0,116551,481482,1269415,0,0,1,1,1,1,0,42,250,374,41,0,958,251,0,250,0,0
37,0,116551,436624,1144281,0,0,1,1,1,1,0,42,291,417,84,41,916,41,0,208,0,0
38,0,116551,450925,1207130,0,0,1,1,1,1,0,42,291,458,83,0,1041,167,0,249,0,0
39,0,116551,480802,1265392,0,0,1,1,1,1,0,0,250,417,41,0,999,291,0,250,0,0
40,0,116551,475450,1240692,0,0,1,1,1,1,0,0,292,416,42,0,999,249,0,250,0,0
41,0,116551,416895,1223436,0,0,1,1,1,1,0,41,250,375,83,42,916,125,0,250,0,0
42,0,116551,402252,1298227,0,0,1,1,1,1,0,0,250,458,84,0,1041,249,0,250,0,0
43,0,116551,553112,1269789,0,0,1,1,1,1,0,42,291,417,83,0,916,83,0,250,0,0
44,0,116551,478947,1145415,0,0,1,1,1,1,0,42,291,375,83,42,916,83,0,209,0,0
45,0,116551,637419,1093512,0,0,1,1,1,1,0,0,291,375,42,0,958,250,0,209,0,0
46,0,116551,380241,1229205,0,0,1,1,1,1,0,42,249,375,84,41,916,125,0,249,0,0
47,0,116551,639217,1182382,0,0,1,1,1,1,0,42,250,416,83,42,958,125,0,250,0,0
48,0,116551,478285,1271383,0,0,1,1,1,1,0,0,292,458,41,0,1041,250,0,250,0,0
49,0,116551,453598,1155901,0,0,1,1,1,1,0,42,250,333,42,0,916,249,0,250,0,0
50,0,116551,524678,1280416,0,0,1,1,1,1,0,42,292,375,125,0,1000,166,0,250,0,0
51,0,116551,328733,1271078,0,0,1,1,1,1,0,0,250,374,83,42,958,209,0,250,0,0
52,0,116551,433121,1277162,0,0,1,1,1,1,0,42,291,416,41,0,957,167,0,208,0,0
53,0,116551,434462,1151509,0,0,1,1,1,1,0,0,250,333,83,42,916,208,0,250,0,0
54,0,116551,529749,1247448,0,0,1,1,1,1,0,0,250,416,42,0,999,291,0,250,0,0
55,0,116551,427951,1093353,0,0,1,1,1,1,0,0,250,417,84,41,957,165,0,250,0,0
56,0,116551,529596,1282857,0,0,1,1,1,1,0,0,291,417,84,41,957,124,0,250,0,0
57,0,116551,529698,1215428,0,0,1,1,1,1,0,0,250,416,42,0,999,291,0,250,0,0
58,0,116551,425450,1245517,0,0,1,1,1,1,0,0,250,458,83,0,1040,249,0,250,0,0
59,0,116551,592643,1202705,0,0,1,1,1,1,0,42,291,458,83,42,958,42,0,250,0,0
60,0,116551,529748,1242046,0,0,1,1,1,1,0,0,292,333,83,0,874,166,0,250,0,0
61,0,116551,529597,1214767,0,0,1,1,1,1,0,0,250,250,42,0,833,291,0,250,0,0
62,0,116551,483789,1269011,0,0,1,1,1,1,0,0,292,417,83,42,1041,207,0,250,0,0
63,0,116551,521167,1227744,0,0,1,1,1,1,0,0,292,374,83,42,958,167,0,250,0,0
64,0,116551,529717,1242931,0,0,1,1,1,1,0,0,292,374,83,42,958,167,0,250,0,0
65,0,116551,447425,1252947,0,0,1,1,1,1,0,41,292,458,84,41,957,41,0,208,0,0
66,0,116551,514413,1263367,0,0,1,1,1,1,0,0,250,374,41,0,957,292,0,250,0,0
67,0,116551,490410,1140255,0,0,1,1,1,1,0,0,291,375,84,0,957,207,0,250,0,0
68,0,116551,529623,1286433,0,0,1,1,1,1,0,42,250,374,41,0,957,250,0,250,0,0
69,0,116551,508937,1241014,0,0,1,1,1,1,0,42,250,416,83,0,999,208,0,250,0,0
70,0,116551,419157,1092646,0,0,1,1,1,1,0,0,291,333,84,41,916,167,0,250,0,0
71,0,116551,465968,1234079,0,0,1,1,1,1,0,42,291,416,41,0,958,168,0,250,0,0
