seq,cpu,pid,src_pfn,dst_pfn,page_order,src_nid,dst_nid,mapcount,is_anon,page_was_mapped,lock_contended,lock_ns,unmap_ns,copy_ns,remap_ns,unlock_ns,total_ns,overhead_ns,result,try_migrate_ns,rocm_path,ro_swap_ns
1,0,116551,539916,1211985,0,0,1,4,0,1,0,83,105455,12115,3622,250,125480,3955,0,105287,0,0
2,0,116551,539926,1224735,0,0,1,4,0,1,0,84,5037,2207,1290,83,9617,916,0,4871,0,0
3,0,116551,624596,1191222,0,0,1,4,0,1,0,41,4372,2998,1208,83,9575,873,0,4204,0,0
4,0,116551,539775,1298353,0,0,1,4,0,1,0,83,4913,2748,1208,83,9825,790,0,4746,0,0
5,0,116551,539831,1243245,0,0,1,4,0,1,0,83,4247,2290,1207,83,8743,833,0,4080,0,0
6,0,116551,624847,1212302,0,0,1,4,0,1,0,83,4829,2332,1207,125,9326,750,0,4663,0,0
7,0,116551,624997,1289845,0,0,1,4,0,1,0,84,6786,2540,1208,83,11491,790,0,6620,0,0
8,0,116551,543044,1188334,0,0,1,4,0,1,0,83,5704,3164,1207,125,11116,833,0,5579,0,0
9,0,116551,543034,1201052,0,0,1,4,0,1,0,83,4122,2498,1290,83,8992,916,0,3955,0,0
10,0,116551,542977,1206774,0,0,1,4,0,1,0,83,5204,2623,1208,83,10075,874,0,5038,0,0
11,0,116551,542979,1152295,0,0,1,4,0,1,0,83,6870,2040,1166,84,11074,831,0,6703,0,0
12,0,116551,542988,1216329,0,0,1,4,0,1,0,41,3539,2540,1166,84,8576,1206,0,3455,0,0
13,0,116551,543026,1170526,0,0,1,4,0,1,0,83,3955,2665,1166,83,8785,833,0,3789,0,0
14,0,116551,543028,1176614,0,0,1,4,0,1,0,83,3997,2165,1166,84,8368,873,0,3872,0,0
15,0,116551,543030,1164714,0,0,1,4,0,1,0,83,4163,2082,1166,83,8409,832,0,3997,0,0
16,0,116551,543086,1250546,0,0,1,4,0,1,0,84,4663,2498,1208,83,9326,790,0,4497,0,0
17,0,116551,543225,1211326,0,0,1,4,0,1,0,83,5745,6328,1208,83,14280,833,0,5579,0,0
18,0,116551,543227,1189722,0,0,1,4,0,1,0,83,3580,2290,1166,83,8035,833,0,3414,0,0
