seq,cpu,pid,src_pfn,dst_pfn,page_order,src_nid,dst_nid,mapcount,is_anon,page_was_mapped,lock_contended,lock_ns,unmap_ns,copy_ns,remap_ns,unlock_ns,total_ns,overhead_ns,result,try_migrate_ns,rocm_path,ro_swap_ns
1,0,116551,543427,1211985,0,0,1,1,0,1,0,0,2997,4038,624,83,8742,1000,0,2914,0,0
2,0,116551,543299,1224735,0,0,1,1,0,1,0,42,583,2123,125,0,3164,291,0,541,0,0
3,0,116551,543674,1191222,0,0,1,1,0,1,0,41,500,1416,125,0,2415,333,0,500,0,0
4,0,116551,543735,1298353,0,0,1,1,0,1,0,42,500,1831,125,42,2831,291,0,458,0,0
5,0,116551,543044,1243245,0,0,1,1,0,1,0,41,541,1873,125,42,2914,292,0,458,0,0
6,0,116551,543034,1212302,0,0,1,1,0,1,0,0,582,1749,125,41,2748,251,0,500,0,0
7,0,116551,542977,1289845,0,0,1,1,0,1,0,41,583,1665,125,41,2664,209,0,541,0,0
8,0,116551,542979,1188334,0,0,1,1,0,1,0,42,958,874,125,41,2290,250,0,958,0,0
9,0,116551,542988,1201052,0,0,1,1,0,1,0,41,499,1207,125,42,2206,292,0,458,0,0
10,0,116551,543026,1206774,0,0,1,1,0,1,0,0,500,1249,125,42,2165,249,0,458,0,0
11,0,116551,543028,1152295,0,0,1,1,0,1,0,42,1416,1706,125,41,3664,334,0,1332,0,0
12,0,116551,543030,1216329,0,0,1,1,0,1,0,42,541,874,124,42,1874,251,0,500,0,0
13,0,116551,543086,1170526,0,0,1,1,0,1,0,42,583,1582,125,41,2664,291,0,541,0,0
14,0,116551,543225,1176614,0,0,1,1,0,1,0,42,500,1790,124,42,2790,292,0,500,0,0
15,0,116551,543227,1164714,0,0,1,1,0,1,0,41,583,916,125,41,1956,250,0,499,0,0
16,0,116551,543230,1250546,0,0,1,1,0,1,0,41,1416,1665,125,41,3664,376,0,1332,0,0
17,0,116551,542746,1211326,0,0,1,1,0,1,0,42,624,1790,125,41,2914,292,0,582,0,0
18,0,116551,542839,1189722,0,0,1,1,0,1,0,0,541,1332,125,42,2331,291,0,458,0,0
19,0,116551,542971,1188249,0,0,1,1,0,1,0,42,915,1499,125,42,2872,249,0,833,0,0
20,0,116551,542429,1201296,0,0,1,1,0,1,0,41,625,1624,125,41,2706,250,0,541,0,0
21,0,116551,542496,1257860,0,0,1,1,0,1,0,42,583,1748,125,42,2789,249,0,499,0,0
22,0,116551,542533,1240229,0,0,1,1,0,1,0,0,624,1790,125,0,2873,334,0,541,0,0
23,0,116551,542639,1291722,0,0,1,1,0,1,0,42,999,5495,666,41,7744,501,0,999,0,0
24,0,116551,542209,1236636,0,0,1,1,0,1,0,41,708,5121,666,42,7119,541,0,708,0,0
25,0,116551,541536,1278610,0,0,1,1,0,1,0,0,750,1582,125,0,2790,333,0,708,0,0
26,0,116551,541319,1255208,0,0,1,1,0,1,0,41,583,1249,124,42,2248,209,0,500,0,0
27,0,116551,541320,1216538,0,0,1,1,0,1,0,41,916,417,125,41,1790,250,0,874,0,0
28,0,116551,541326,1262122,0,0,1,1,0,1,0,42,749,916,125,42,2165,291,0,708,0,0
29,0,116551,541350,1274364,0,0,1,1,0,1,0,42,583,1082,125,42,2164,290,0,500,0,0
30,0,116551,541388,1258314,0,0,1,1,0,1,0,0,1707,1624,125,42,3913,415,0,1666,0,0
31,0,116551,541519,1282563,0,0,1,1,0,1,0,41,624,1166,125,42,2290,292,0,624,0,0
32,0,116551,541603,1228165,0,0,1,1,0,1,0,42,625,1665,83,41,2789,333,0,541,0,0
33,0,116551,541619,1221116,0,0,1,1,0,1,0,42,625,1457,125,41,2540,250,0,625,0,0
34,0,116551,541202,1196748,0,0,1,1,0,1,0,41,583,1124,125,41,2165,251,0,541,0,0
35,0,116551,541271,1234618,0,0,1,1,0,1,0,0,916,1666,208,41,3122,291,0,832,0,0
36,0,116551,541300,1298313,0,0,1,1,0,1,0,41,625,999,125,42,2123,291,0,541,0,0
37,0,116551,541303,1215503,0,0,1,1,0,1,0,41,958,916,124,42,2290,209,0,874,0,0
38,0,116551,540829,1291208,0,0,1,1,0,1,0,41,916,1499,83,41,2873,293,0,874,0,0
39,0,116551,540804,1246806,0,0,1,1,0,1,0,41,541,874,125,41,1915,293,0,500,0,0
40,0,116551,540779,1223605,0,0,1,1,0,1,0,41,2873,1666,124,0,5038,334,0,2831,0,0
41,0,116551,540811,1247614,0,0,1,1,0,1,0,0,666,1082,125,0,2206,333,0,625,0,0
42,0,116551,540812,1163842,0,0,1,1,0,1,0,42,624,832,124,42,1956,292,0,500,0,0
43,0,116551,540814,1260916,0,0,1,1,0,1,0,42,666,749,83,42,1831,249,0,583,0,0
44,0,116551,540914,1152399,0,0,1,1,0,1,0,41,625,1207,125,41,2248,209,0,541,0,0
45,0,116551,540986,1223004,0,0,1,1,0,1,0,42,624,4912,666,42,6786,500,0,582,0,0
46,0,116551,541036,1200418,0,0,1,1,0,1,0,41,624,1124,125,42,2206,250,0,542,0,0
47,0,116551,541071,1239651,0,0,1,1,0,1,0,0,833,1332,125,42,2581,249,0,749,0,0
48,0,116551,541124,1188959,0,0,1,1,0,1,0,42,542,875,125,42,1873,247,0,500,0,0
49,0,116551,541183,1177462,0,0,1,1,0,1,0,41,833,1083,125,42,2373,249,0,749,0,0
50,0,116551,540681,1275659,0,0,1,1,0,1,0,0,625,1208,167,0,2331,331,0,541,0,0
51,0,116551,540683,1213408,0,0,1,1,0,1,0,0,624,833,166,42,1956,291,0,541,0,0
52,0,116551,540693,1191230,0,0,1,1,0,1,0,41,499,833,124,42,1832,293,0,458,0,0
53,0,116551,540738,1232902,0,0,1,1,0,1,0,42,708,4704,749,42,6703,458,0,666,0,0
54,0,116551,540743,1217951,0,0,1,1,0,1,0,42,624,999,125,41,2040,209,0,541,0,0
55,0,116551,540775,1296246,0,0,1,1,0,1,0,41,541,874,125,41,1915,293,0,499,0,0
56,0,116551,540645,1259123,0,0,1,1,0,1,0,42,583,1249,83,42,2289,290,0,542,0,0
57,0,116551,540569,1159840,0,0,1,1,0,1,0,42,583,1665,125,0,2747,332,0,583,0,0
58,0,116551,540374,1165653,0,0,1,1,0,1,0,0,624,1332,125,0,2414,333,0,541,0,0
59,0,116551,540479,1269230,0,0,1,1,0,1,0,42,624,1416,125,42,2498,249,0,582,0,0
60,0,116551,540520,1286429,0,0,1,1,0,1,0,41,499,1374,125,41,2373,293,0,416,0,0
61,0,116551,540522,1283507,0,0,1,1,0,1,0,42,541,874,125,0,1915,333,0,499,0,0
62,0,116551,540535,1240175,0,0,1,1,0,1,0,42,999,1124,125,0,2623,333,0,916,0,0
63,0,116551,540618,1231437,0,0,1,1,0,1,0,42,791,833,125,0,2082,291,0,750,0,0
64,0,116551,540626,1216995,0,0,1,1,0,1,0,41,583,875,125,0,1957,333,0,541,0,0
