seq,cpu,pid,src_pfn,dst_pfn,page_order,src_nid,dst_nid,mapcount,is_anon,page_was_mapped,lock_contended,lock_ns,unmap_ns,copy_ns,remap_ns,unlock_ns,total_ns,overhead_ns,result,try_migrate_ns,rocm_path,ro_swap_ns
1,1,77274,1239237,573632,0,1,0,1,1,1,0,0,2665,5788,499,42,10201,1207,0,2623,0,0
2,1,77274,1079806,573667,0,1,0,1,1,1,0,41,1624,1290,416,0,4746,1375,0,1624,0,0
3,1,77274,1298352,413110,0,1,0,1,1,1,0,42,1124,8618,708,42,11658,1124,0,1124,0,0
4,1,116899,1210140,549696,0,1,0,2,1,1,0,0,2165,1873,1208,0,6204,958,0,2082,0,0
5,1,116899,1240271,548914,0,1,0,2,1,1,0,0,291,666,208,41,1374,168,0,249,0,0
6,1,116899,1270945,469346,0,1,0,2,1,1,0,41,416,666,167,41,1540,209,0,416,0,0
7,1,116899,1308311,549009,0,1,0,2,1,1,0,42,291,458,83,0,1166,292,0,291,0,0
8,1,116899,1264960,637498,0,1,0,2,1,1,0,0,333,708,125,42,1457,249,0,292,0,0
9,1,116899,1190928,564547,0,1,0,2,1,1,0,0,333,666,125,41,1374,209,0,292,0,0
10,1,116899,1265029,549394,0,1,0,2,1,1,0,0,375,833,83,42,1624,291,0,375,0,0
11,1,116899,1207216,332548,0,1,0,2,1,1,0,0,292,624,125,41,1290,208,0,208,0,0
12,1,116899,1165651,332549,0,1,0,2,1,1,0,0,3997,708,208,41,5495,541,0,3997,0,0
13,1,116899,1253003,549697,0,1,0,2,1,1,0,0,3747,666,250,41,5163,459,0,3747,0,0
14,1,116899,1216280,564616,0,1,0,2,1,1,0,0,3580,749,250,42,5121,500,0,3580,0,0
15,1,116899,1144724,574242,0,1,0,2,1,1,0,0,292,583,83,0,1333,375,0,250,0,0
16,1,116899,1257622,574268,0,1,0,2,1,1,0,0,4122,666,208,42,5454,416,0,4081,0,0
17,1,116899,1176625,574314,0,1,0,2,1,1,0,0,291,500,83,41,1165,250,0,208,0,0
18,1,116899,1164410,574243,0,1,0,2,1,1,0,41,4746,749,250,42,6162,334,0,4704,0,0
19,1,116899,1169469,549008,0,1,0,2,1,1,0,42,4080,750,249,42,5496,333,0,4039,0,0
20,1,116899,1288897,547058,0,1,0,2,1,1,0,0,1041,625,124,42,2331,499,0,1041,0,0
21,1,116899,1266560,547122,0,1,0,2,1,1,0,42,4247,791,208,0,5745,457,0,4163,0,0
22,1,116899,1254405,547002,0,1,0,2,1,1,0,42,1166,791,125,42,2748,582,0,1125,0,0
23,1,116899,1293943,547010,0,1,0,2,1,1,0,42,333,666,125,42,1333,125,0,250,0,0
24,1,116899,1258269,547770,0,1,0,2,1,1,0,0,3914,666,250,42,5371,499,0,3914,0,0
25,1,116899,1209700,547642,0,1,0,2,1,1,0,42,4039,625,208,0,5412,498,0,3997,0,0
26,1,116899,1164704,549812,0,1,0,2,1,1,0,41,3663,708,250,41,5079,376,0,3622,0,0
27,1,116899,1285458,547480,0,1,0,2,1,1,0,0,999,708,125,0,2373,541,0,999,0,0
28,1,116899,1143995,548304,0,1,0,2,1,1,0,0,1124,708,124,42,2498,500,0,1082,0,0
29,1,116899,1249015,548254,0,1,0,2,1,1,0,42,1082,666,125,0,2498,583,0,1000,0,0
30,1,116899,1247512,548057,0,1,0,2,1,1,0,42,583,666,125,0,1749,333,0,541,0,0
31,1,73113,1266675,507710,0,1,0,1,1,1,0,41,1665,686692,1207,125,690522,792,0,1624,0,0
32,1,77274,1266907,371437,0,1,0,1,1,1,0,0,2082,2165,500,0,6953,2206,0,2041,0,0
33,0,73146,945602,627871,0,1,0,1,1,1,0,0,34683,543846,1624,41,588188,7994,0,34599,0,0
34,0,73146,1212950,713884,0,1,0,1,1,1,0,0,6371,9577,1374,42,21818,4454,0,6329,0,0
35,0,73146,1228595,629709,0,1,0,1,1,1,0,42,2123,5496,999,167,9743,916,0,2040,0,0
36,1,73113,1264269,327700,0,1,0,1,1,1,0,0,1832,479942,47091,42,529656,749,0,1791,0,0
37,0,73146,994454,782285,0,1,0,1,1,1,0,0,7453,1611341,1915,125,1623749,2915,0,7411,0,0
38,1,73151,1017634,493382,0,1,0,1,1,1,0,0,19819,10201,999,0,34226,3207,0,19819,0,0
39,1,73091,1215378,493384,0,1,0,1,1,1,0,0,14948,362536,1332,41,397761,18904,0,14864,0,0
40,0,116896,647036,1237717,0,0,1,1,0,1,0,0,6496,10243,832,167,18737,999,0,6454,0,0
41,0,116896,685511,1144127,0,0,1,1,0,1,0,0,1165,1208,83,0,2748,292,0,1124,0,0
42,0,116896,615905,1239349,0,0,1,1,0,1,0,42,541,1041,84,41,1874,125,0,458,0,0
43,0,116896,645866,1200714,0,0,1,1,0,1,0,0,541,916,42,0,1790,291,0,541,0,0
44,0,116896,712765,1293598,0,0,1,1,0,1,0,0,499,999,41,0,1833,294,0,499,0,0
45,0,116896,616129,1208236,0,0,1,1,0,1,0,0,625,750,83,42,1707,207,0,625,0,0
46,0,116896,693320,1258301,0,0,1,1,0,1,0,0,541,874,125,0,1832,292,0,541,0,0
47,0,116896,637235,1161230,0,0,1,1,0,1,0,41,1041,1333,83,42,2748,208,0,958,0,0
48,0,116896,620090,1232470,0,0,1,1,0,1,0,41,542,791,83,42,1582,83,0,458,0,0
49,0,116896,618049,1252773,0,0,1,1,0,1,0,0,832,958,83,0,2206,333,0,832,0,0
50,0,116896,686978,1163331,0,0,1,1,0,1,0,0,625,624,83,41,1582,209,0,625,0,0
51,0,116896,616282,1287565,0,0,1,1,0,1,0,0,625,791,83,0,1666,167,0,583,0,0
52,0,116896,652896,1266130,0,0,1,1,0,1,0,41,1041,1374,83,0,2790,251,0,958,0,0
53,0,116896,782388,1215385,0,0,1,1,0,1,0,0,499,1249,83,41,2081,209,0,499,0,0
54,0,116896,732491,1216139,0,0,1,1,0,1,0,41,2873,1166,42,0,4288,166,0,2790,0,0
55,0,116896,616970,1289619,0,0,1,1,0,1,0,41,1083,1249,83,42,2706,208,0,1041,0,0
56,0,116896,733013,1199756,0,0,1,1,0,1,0,0,1291,1249,42,42,2873,249,0,1249,0,0
57,0,116896,753072,1286634,0,0,1,1,0,1,0,42,957,1208,83,0,2539,249,0,916,0,0
58,0,116896,704571,1204045,0,0,1,1,0,1,0,41,1041,1415,42,0,2831,292,0,999,0,0
59,0,116896,721150,1147476,0,0,1,1,0,1,0,42,500,916,83,0,1790,249,0,416,0,0
60,0,116896,779550,1260982,0,0,1,1,0,1,0,42,666,1082,83,41,1998,84,0,583,0,0
