seq,cpu,pid,src_pfn,dst_pfn,page_order,src_nid,dst_nid,mapcount,is_anon,page_was_mapped,lock_contended,lock_ns,unmap_ns,copy_ns,remap_ns,unlock_ns,total_ns,overhead_ns,result,try_migrate_ns,rocm_path,ro_swap_ns
1,1,73149,1293609,376764,0,1,0,1,1,1,0,0,5582,427073,1958,42,436987,2332,0,5582,0,0
2,1,73146,1299193,522850,0,1,0,1,1,1,0,41,5999,2791,499,0,11123,1793,0,5999,0,0
3,1,73150,1293867,404465,0,1,0,1,1,1,0,42,6707,5665,1125,42,14747,1166,0,6707,0,0
4,0,117613,552755,1264752,0,0,1,1,0,1,0,42,4958,31202,12956,167,51447,2122,0,4874,0,0
5,0,117613,552757,1283299,0,0,1,1,0,1,0,0,4832,4249,1000,42,11748,1625,0,4791,0,0
6,0,117613,552762,1163154,0,0,1,1,0,1,0,42,2125,16663,1333,83,21287,1041,0,2083,0,0
7,0,117613,521103,1210522,0,0,1,1,0,1,0,0,1292,2749,666,83,5499,709,0,1208,0,0
8,0,117613,520330,1264222,0,0,1,1,0,1,0,41,2625,4166,958,42,8957,1125,0,2625,0,0
9,0,117613,504094,1285590,0,0,1,1,0,1,0,0,4707,45574,1541,84,53363,1457,0,4665,0,0
10,0,117613,503972,1278125,0,0,1,1,0,1,0,42,1708,23370,1083,167,27660,1290,0,1708,0,0
11,0,117613,552761,1277333,0,0,1,1,0,1,0,41,1791,3291,666,83,7290,1418,0,1708,0,0
12,0,117613,521082,1258407,0,0,1,1,0,1,0,0,1875,2625,291,42,5623,790,0,1791,0,0
13,0,117613,521027,1262582,0,0,1,1,0,1,0,42,2750,2625,583,42,6915,873,0,2750,0,0
14,0,117613,521102,1242298,0,0,1,1,0,1,0,0,2083,3541,250,83,6540,583,0,2000,0,0
15,0,117613,521101,1193111,0,0,1,1,0,1,0,0,1667,2250,374,83,4998,624,0,1583,0,0
16,0,117613,521100,1267655,0,0,1,1,0,1,0,42,4791,3832,250,83,9707,709,0,4707,0,0
17,0,117613,521028,1267868,0,0,1,1,0,1,0,42,1667,2791,250,41,5541,750,0,1625,0,0
18,0,117613,521029,1282701,0,0,1,1,0,1,0,41,15372,5416,334,83,21953,707,0,15330,0,0
