seq,cpu,pid,src_pfn,dst_pfn,page_order,src_nid,dst_nid,mapcount,is_anon,page_was_mapped,lock_contended,lock_ns,unmap_ns,copy_ns,remap_ns,unlock_ns,total_ns,overhead_ns,result,try_migrate_ns,rocm_path,ro_swap_ns
1,0,116551,626406,1252695,0,0,1,1,1,1,0,0,666,958,333,42,2540,541,0,625,0,0
2,0,116551,630148,1288824,0,0,1,1,1,1,0,0,666,666,167,0,1707,208,0,625,0,0
3,0,116551,638337,1252384,0,0,1,1,1,1,0,41,583,666,125,0,1623,208,0,541,0,0
4,0,116551,613659,1284979,0,0,1,1,1,1,0,0,833,666,125,0,1873,249,0,749,0,0
5,0,116551,716770,1143292,0,0,1,1,1,1,0,41,458,833,167,0,1665,166,0,375,0,0
6,0,116551,623095,1236608,0,0,1,1,1,1,0,42,458,666,125,42,1499,166,0,458,0,0
7,0,116551,617419,1158271,0,0,1,1,1,1,0,0,458,874,125,0,1707,250,0,417,0,0
8,0,116551,609440,1283945,0,0,1,1,1,1,0,0,416,416,167,41,1249,209,0,375,0,0
9,0,116551,610347,1077065,0,0,1,1,1,1,0,0,458,624,124,0,1457,251,0,416,0,0
10,0,116551,729129,1267466,0,0,1,1,1,1,0,42,416,750,167,42,1541,124,0,416,0,0
11,0,116551,612613,1292583,0,0,1,1,1,1,0,0,499,667,125,41,1498,166,0,458,0,0
12,0,116551,611637,1153180,0,0,1,1,1,1,0,42,541,625,125,0,1540,207,0,500,0,0
13,0,116551,618581,1207073,0,0,1,1,1,1,0,42,458,707,125,41,1499,126,0,416,0,0
14,0,116551,620476,1158489,0,0,1,1,1,1,0,0,458,541,166,0,1416,251,0,458,0,0
15,0,116551,647952,1210897,0,0,1,1,1,1,0,0,458,708,125,41,1498,166,0,416,0,0
16,0,116551,622476,1275271,0,0,1,1,1,1,0,0,417,666,125,0,1457,249,0,375,0,0
17,0,116551,615994,1160133,0,0,1,1,1,1,0,42,416,541,166,42,1291,84,0,375,0,0
18,0,116551,710594,1286634,0,0,1,1,1,1,0,42,416,666,125,0,1457,208,0,375,0,0
19,0,116551,631734,1299047,0,0,1,1,1,1,0,41,500,666,167,42,1457,41,0,458,0,0
20,0,116551,771286,1153899,0,0,1,1,1,1,0,0,458,749,166,42,1624,209,0,416,0,0
21,0,116551,674312,1258894,0,0,1,1,1,1,0,0,541,750,166,42,1665,166,0,500,0,0
22,0,116551,615598,1145766,0,0,1,1,1,1,0,0,625,583,125,41,1540,166,0,583,0,0
23,0,116551,619608,1153988,0,0,1,1,1,1,0,42,541,874,124,42,1749,126,0,499,0,0
24,0,116551,615928,1277251,0,0,1,1,1,1,0,0,458,625,125,0,1457,249,0,458,0,0
25,0,116551,610779,1162320,0,0,1,1,1,1,0,0,458,708,250,0,1666,250,0,417,0,0
26,0,116551,615955,1157805,0,0,1,1,1,1,0,41,500,583,167,42,1374,41,0,416,0,0
27,0,116551,614578,1268052,0,0,1,1,1,1,0,0,583,749,125,42,1665,166,0,500,0,0
28,0,116551,609188,1257903,0,0,1,1,1,1,0,0,624,499,125,0,1541,293,0,624,0,0
29,0,116551,657916,1262137,0,0,1,1,1,1,0,41,542,458,124,0,1374,209,0,500,0,0
30,0,116551,395508,1217175,0,0,1,1,1,1,0,41,666,541,166,0,1540,126,0,624,0,0
31,0,116551,565972,1268751,0,0,1,1,1,1,0,0,583,499,167,41,1457,167,0,583,0,0
32,0,116551,607755,1221130,0,0,1,1,1,1,0,42,542,374,124,0,1291,209,0,458,0,0
